Player,Date,Opponent,Event,Result,TDL,TDA,TD Acc.,TD Def.,Sub. Avg.,Sub. Attempts,Sub. Success Rate,Control Time,Ground Control %,Reversals,Sweeps
Rafa Garcia,2025-08-04,N/A,N/A,N/A,12.0,60.0,0%,0%,0.0,0,0%,0,0%,0,0
Ramazan Temirov,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Ramiz Brahimaj,2025-08-04,N/A,N/A,N/A,4.0,17.0,0%,0%,0.0,0,0%,0,0%,0,0
Ramon Taveras,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Random Page ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Randy Brown,2025-08-04,N/A,N/A,N/A,5.0,28.0,0%,0%,0.0,0,0%,0,0%,0,0
Rani Yahya,2025-08-04,N/A,N/A,N/A,34.0,165.0,0%,0%,0.0,0,0%,0,0%,0,0
Raoni Barcelos,2025-08-04,N/A,N/A,N/A,3.0,78.0,0%,0%,0.0,0,0%,0,0%,0,0
Raquel Pennington,2025-08-04,N/A,N/A,N/A,11.0,58.0,0%,0%,0.0,0,0%,0,0%,0,0
Ravena Oliveira,2025-08-04,N/A,N/A,N/A,2.0,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Rei Tsuruya,2025-08-04,N/A,N/A,N/A,3.0,51.0,0%,0%,0.0,0,0%,0,0%,0,0
Renato Moicano,2025-08-04,N/A,N/A,N/A,6.0,48.0,0%,0%,0.0,0,0%,0,0%,0,0
Ren Yawei ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ricardo Ramos,2025-08-04,N/A,N/A,N/A,4.0,40.0,0%,0%,0.0,0,0%,0,0%,0,0
Ricky Simon,2025-08-04,N/A,N/A,N/A,9.0,155.0,0%,0%,0.0,0,0%,0,0%,0,0
Ricky Turcios,2025-08-04,N/A,N/A,N/A,2.0,25.0,0%,0%,0.0,0,0%,0,0%,0,0
Rinat Fakhretdinov,2025-08-04,N/A,N/A,N/A,5.0,58.0,0%,0%,0.0,0,0%,0,0%,0,0
Rinya Nakamura,2025-08-04,N/A,N/A,N/A,,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Rio Tirto ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Rizvan Kuniev,2025-08-04,N/A,N/A,N/A,,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Roberto Romero,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Robert Bryczek,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Robert Valentin ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Robert Whittaker,2025-08-04,N/A,N/A,N/A,4.0,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Rob Font,2025-08-04,N/A,N/A,N/A,5.0,38.0,0%,0%,0.0,0,0%,0,0%,0,0
Rodolfo Bellato,2025-08-04,N/A,N/A,N/A,1.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Rodolfo Vieira,2025-08-04,N/A,N/A,N/A,3.0,64.0,0%,0%,0.0,0,0%,0,0%,0,0
Rolando Bedoya,2025-08-04,N/A,N/A,N/A,,7.0,0%,0%,0.0,0,0%,0,0%,0,0
Roman Dolidze,2025-08-04,N/A,N/A,N/A,9.0,27.0,0%,0%,0.0,0,0%,0,0%,0,0
Roman Kopylov,2025-08-04,N/A,N/A,N/A,,19.0,0%,0%,0.0,0,0%,0,0%,0,0
Ronaldo Rodriguez ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Rose Namajunas,2025-08-04,N/A,N/A,N/A,16.0,55.0,0%,0%,0.0,0,0%,0,0%,0,0
Rui Imura ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ryan Hall,2025-08-04,N/A,N/A,N/A,1.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Ryan Loder,2025-08-04,N/A,N/A,N/A,1.0,7.0,0%,0%,0.0,0,0%,0,0%,0,0
Ryan Spann,2025-08-04,N/A,N/A,N/A,,23.0,0%,0%,0.0,0,0%,0,0%,0,0
Said Nurmagomedov,2025-08-04,N/A,N/A,N/A,1.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Saimon Oliveira,2025-08-04,N/A,N/A,N/A,,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Sam Hughes,2025-08-04,N/A,N/A,N/A,,31.0,0%,0%,0.0,0,0%,0,0%,0,0
Sam Patterson,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Santiago Ponzinibbio,2025-08-04,N/A,N/A,N/A,4.0,33.0,0%,0%,0.0,0,0%,0,0%,0,0
Sean Brady,2025-08-04,N/A,N/A,N/A,2.0,57.0,0%,0%,0.0,0,0%,0,0%,0,0
Sean Sharaf,2025-08-04,N/A,N/A,N/A,1.0,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Sean Strickland,2025-08-04,N/A,N/A,N/A,11.0,28.0,0%,0%,0.0,0,0%,0,0%,0,0
Sean Woodson,2025-08-04,N/A,N/A,N/A,,9.0,0%,0%,0.0,0,0%,0,0%,0,0
Sebastian Szalay ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Sedriques Dumas,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Seokhyeon Ko,2025-08-04,N/A,N/A,N/A,6.0,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Sergei Pavlovich,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Serghei Spivac,2025-08-04,N/A,N/A,N/A,,50.0,0%,0%,0.0,0,0%,0,0%,0,0
Serhiy Sidey,2025-08-04,N/A,N/A,N/A,,20.0,0%,0%,0.0,0,0%,0,0%,0,0
Shamil Gaziev,2025-08-04,N/A,N/A,N/A,,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Shara Magomedov,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Shauna Bannon,2025-08-04,N/A,N/A,N/A,,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Shavkat Rakhmonov,2025-08-04,N/A,N/A,N/A,2.0,27.0,0%,0%,0.0,0,0%,0,0%,0,0
Shayilan Nuerdanbieke,2025-08-04,N/A,N/A,N/A,6.0,40.0,0%,0%,0.0,0,0%,0,0%,0,0
Sheldon Westcott,2025-08-04,N/A,N/A,N/A,6.0,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Ming Shi,2025-08-04,N/A,N/A,N/A,1.0,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Shogo Sato ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Sodiq Yusuff,2025-08-04,N/A,N/A,N/A,,13.0,0%,0%,0.0,0,0%,0,0%,0,0
Song Kenan,2025-08-04,N/A,N/A,N/A,,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Song Yadong,2025-08-04,N/A,N/A,N/A,1.0,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Stephanie Luciano ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Stephen Thompson,2025-08-04,N/A,N/A,N/A,5.0,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Steven Koslow,2025-08-04,N/A,N/A,N/A,5.0,9.0,0%,0%,0.0,0,0%,0,0%,0,0
Steven Nguyen,2025-08-04,N/A,N/A,N/A,1.0,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Steve Erceg,2025-08-04,N/A,N/A,N/A,3.0,19.0,0%,0%,0.0,0,0%,0,0%,0,0
Steve Garcia,2025-08-04,N/A,N/A,N/A,4.0,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Stewart Nicoll,2025-08-04,N/A,N/A,N/A,1.0,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Tabatha Ricci,2025-08-04,N/A,N/A,N/A,5.0,62.0,0%,0%,0.0,0,0%,0,0%,0,0
Tagir Ulanbekov,2025-08-04,N/A,N/A,N/A,11.0,44.0,0%,0%,0.0,0,0%,0,0%,0,0
Tainara Lisboa,2025-08-04,N/A,N/A,N/A,1.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Tai Tuivasa,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Talita Alencar,2025-08-04,N/A,N/A,N/A,1.0,48.0,0%,0%,0.0,0,0%,0,0%,0,0
Tallison Teixeira,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Tatiana Suarez,2025-08-04,N/A,N/A,N/A,18.0,59.0,0%,0%,0.0,0,0%,0,0%,0,0
Tatsuro Taira,2025-08-04,N/A,N/A,N/A,1.0,34.0,0%,0%,0.0,0,0%,0,0%,0,0
Tecia Pennington,2025-08-04,N/A,N/A,N/A,7.0,65.0,0%,0%,0.0,0,0%,0,0%,0,0
Tereza Bleda,2025-08-04,N/A,N/A,N/A,1.0,18.0,0%,0%,0.0,0,0%,0,0%,0,0
Themba Gorimbo,2025-08-04,N/A,N/A,N/A,2.0,26.0,0%,0%,0.0,0,0%,0,0%,0,0
Thiago Moisés,2025-08-04,N/A,N/A,N/A,,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Thomas Petersen,2025-08-04,N/A,N/A,N/A,1.0,24.0,0%,0%,0.0,0,0%,0,0%,0,0
Timmy Cuamba ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Tim Elliott,2025-08-04,N/A,N/A,N/A,36.0,129.0,0%,0%,0.0,0,0%,0,0%,0,0
Tim Means,2025-08-04,N/A,N/A,N/A,8.0,55.0,0%,0%,0.0,0,0%,0,0%,0,0
Ti Haitao ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Tofiq Musayev,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Tom Aspinall,2025-08-04,N/A,N/A,N/A,2.0,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Tom Nolan,2025-08-04,N/A,N/A,N/A,,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Torrez Finney,2025-08-04,N/A,N/A,N/A,8.0,43.0,0%,0%,0.0,0,0%,0,0%,0,0
Toshiomi Kazama,2025-08-04,N/A,N/A,N/A,,24.0,0%,0%,0.0,0,0%,0,0%,0,0
Tracy Cortez,2025-08-04,N/A,N/A,N/A,,40.0,0%,0%,0.0,0,0%,0,0%,0,0
Tresean Gore,2025-08-04,N/A,N/A,N/A,2.0,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Trevin Giles,2025-08-04,N/A,N/A,N/A,5.0,22.0,0%,0%,0.0,0,0%,0,0%,0,0
Trevor Peek,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Trey Ogden,2025-08-04,N/A,N/A,N/A,1.0,40.0,0%,0%,0.0,0,0%,0,0%,0,0
Trey Waters,2025-08-04,N/A,N/A,N/A,1.0,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Tuco Tokkos,2025-08-04,N/A,N/A,N/A,,19.0,0%,0%,0.0,0,0%,0,0%,0,0
Ty Miller ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Umar Nurmagomedov,2025-08-04,N/A,N/A,N/A,6.0,53.0,0%,0%,0.0,0,0%,0,0%,0,0
Uran Satybaldiev,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Uroš Medić,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Vagner Rocha,2025-08-04,N/A,N/A,N/A,3.0,9.0,0%,0%,0.0,0,0%,0,0%,0,0
Valentina Shevchenko,2025-08-04,N/A,N/A,N/A,12.0,98.0,0%,0%,0.0,0,0%,0,0%,0,0
Valter Walker,2025-08-04,N/A,N/A,N/A,4.0,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Vanessa Demopoulos,2025-08-04,N/A,N/A,N/A,,31.0,0%,0%,0.0,0,0%,0,0%,0,0
Veronica Hardy,2025-08-04,N/A,N/A,N/A,1.0,17.0,0%,0%,0.0,0,0%,0,0%,0,0
Viacheslav Borshchev,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Vicente Luque,2025-08-04,N/A,N/A,N/A,6.0,27.0,0%,0%,0.0,0,0%,0,0%,0,0
Victor Henry,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Victor Martinez,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Vince Morales,2025-08-04,N/A,N/A,N/A,,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Vinicius Oliveira,2025-08-04,N/A,N/A,N/A,2.0,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Virna Jandiroba,2025-08-04,N/A,N/A,N/A,3.0,63.0,0%,0%,0.0,0,0%,0,0%,0,0
Vitor Petrino,2025-08-04,N/A,N/A,N/A,7.0,29.0,0%,0%,0.0,0,0%,0,0%,0,0
Viviane Araújo,2025-08-04,N/A,N/A,N/A,5.0,53.0,0%,0%,0.0,0,0%,0,0%,0,0
Volkan Oezdemir,2025-08-04,N/A,N/A,N/A,,17.0,0%,0%,0.0,0,0%,0,0%,0,0
Wang Cong,2025-08-04,N/A,N/A,N/A,,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Wataru Yamauchi ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Weight Classes ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Wellington Turman,2025-08-04,N/A,N/A,N/A,4.0,48.0,0%,0%,0.0,0,0%,0,0%,0,0
Westin Wilson,2025-08-04,N/A,N/A,N/A,,6.0,0%,0%,0.0,0,0%,0,0%,0,0
William Gomis,2025-08-04,N/A,N/A,N/A,3.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Xiao Long,2025-08-04,N/A,N/A,N/A,2.0,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Yair Rodriguez,2025-08-04,N/A,N/A,N/A,8.0,34.0,0%,0%,0.0,0,0%,0,0%,0,0
Yanal Ashmouz,2025-08-04,N/A,N/A,N/A,1.0,26.0,0%,0%,0.0,0,0%,0,0%,0,0
Yana Santos,2025-08-04,N/A,N/A,N/A,1.0,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Yan Xiaonan,2025-08-04,N/A,N/A,N/A,,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Yazmin Jauregui,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Youssef Zalal,2025-08-04,N/A,N/A,N/A,6.0,62.0,0%,0%,0.0,0,0%,0,0%,0,0
Yuneisy Duben,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Yusaku Kinoshita,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Zachary Reese,2025-08-04,N/A,N/A,N/A,,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Zhang Mingyang,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Zhang Qinghe ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Zhang Weili,2025-08-04,N/A,N/A,N/A,1.0,57.0,0%,0%,0.0,0,0%,0,0%,0,0
Adilet Nurmatov,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ahejiang Ailinuer,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Aleksandar Rakić,2025-08-04,N/A,N/A,N/A,3.0,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Arisa Matsuda,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Asu Almabayev,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Aziz Khaydarov,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Benoît Saint Denis,2025-08-04,N/A,N/A,N/A,2.0,48.0,0%,0%,0.0,0,0%,0,0%,0,0
Billy Ray Goff,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Cristian Quiñonez,2025-08-04,N/A,N/A,N/A,,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Current Roster,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Daichi Kamiya,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Damian Pinas,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Damir Hadžović,2025-08-04,N/A,N/A,N/A,,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Deni Daffa,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Dominic Mar Fan,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Duško Todorović,2025-08-04,N/A,N/A,N/A,2.0,45.0,0%,0%,0.0,0,0%,0,0%,0,0
Ernesta Kareckaitė,2025-08-04,N/A,N/A,N/A,1.0,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Farès Ziam,2025-08-04,N/A,N/A,N/A,,32.0,0%,0%,0.0,0,0%,0,0%,0,0
Former Roster,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
George Mangos,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ian Machado Garry,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ilian Bouafia,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jack Becker,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jan Błachowicz,2025-08-04,N/A,N/A,N/A,12.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Jéssica Andrade,2025-08-04,N/A,N/A,N/A,33.0,73.0,0%,0%,0.0,0,0%,0,0%,0,0
Jimmy Drago,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jin Aoi,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jiří Procházka,2025-08-04,N/A,N/A,N/A,1.0,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Joel Álvarez,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Jose Miguel Delgado,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Julianna Peña,2025-08-04,N/A,N/A,N/A,9.0,33.0,0%,0%,0.0,0,0%,0,0%,0,0
Kai Yoshida,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kauê Fernandes,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Keiichiro Nakamura,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
King Green,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kiru Sahota,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Klaudia Syguła,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Kuya Ito,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Lawrence Lui,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Light Heavyweight,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Mairon Santos,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Mandel Nallo,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Mansher Khera,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Mateusz Rębecki,2025-08-04,N/A,N/A,N/A,3.0,20.0,0%,0%,0.0,0,0%,0,0%,0,0
Montserrat Conejo Ruiz,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Mridul Saikia,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Namsrai Batbayar,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Neemias Santana,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Patchy Mix,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Patricio Pitbull,2025-08-04,N/A,N/A,N/A,1.0,24.0,0%,0%,0.0,0,0%,0,0%,0,0
Radley Da Silva,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Random Page,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ren Yawei,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Rio Tirto,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Robert Valentin,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ronaldo Rodriguez,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Rui Imura,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Sebastian Szalay,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ming Shi,2025-08-04,N/A,N/A,N/A,1.0,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Shogo Sato,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Stephanie Luciano,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Thiago Moisés,2025-08-04,N/A,N/A,N/A,,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Ti Haitao,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Timmy Cuamba,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ty Miller,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Uroš Medić,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Viviane Araújo,2025-08-04,N/A,N/A,N/A,5.0,53.0,0%,0%,0.0,0,0%,0,0%,0,0
Wataru Yamauchi,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Weight Classes,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Zhang Qinghe,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
